"listing_id","suburb","tipo","quartos","banheiros","camas","hospedes","dias_calendario","preco_medio","limpeza","min_noites","n_reviews","guest_favorite","instant_book","professional","superhost","star_rating","months_host"
"753461577197808016","Meia Praia","apartamento","3","2","4","6","73","883.23","300","0","16","true","false","false","true","5","1"
"784598714032826222","Meia Praia","apartamento","4","4","4","12","71","1184.97","300","0","15","true","false","false","false","4.87","0"
"910707550951342167","Meia Praia","apartamento","4","4","4","8","2","2000","0","0","12","true","true","false","false","5","7"
"1005860682746801029","Morretes","apartamento","2","2","2","6","75","400.31","200","0","10","true","false","false","true","4.9","2"
"44369632","Meia Praia","apartamento","3","2","3","8","12","707.5","190","0","44","true","true","false","true","4.89","4"
"963040775940890055","Tabuleiro dos Oliveiras","apartamento","2","2","2","5","81","724.82","400","0","37","true","true","true","false","4.92","1"
"53893648","Meia Praia","apartamento","2","2","4","6","56","627.98","250","0","18","true","false","false","true","5","1"
"834645644371228115","Centro","outros","1","1","1","2","38","300","70","0","14","true","false","false","false","4.93","10"
"23023313","Morretes","apartamento","2","1","2","6","68","547.48","300","0","11","true","false","false","false","4.82","11"
"26197944","Meia Praia","apartamento","2","2","2","6","75","486.4","210","0","38","false","false","false","false","4.79","5"
"31284638","Centro","apartamento","3","0","3","8","40","868.25","300","0","21","true","false","true","true","5","2"
"28366360","Meia Praia","apartamento","3","4","3","8","67","833.12","350","0","43","true","false","false","true","4.88","1"
"719355891470345652","Meia Praia","apartamento","2","2","4","6","78","537.7","300","0","9","true","false","false","false","5","3"
"1184152596221501552","Centro","apartamento","1","1","2","4","81","599.87","190","0","11","false","true","true","false","4.82","1"
"46372862","Meia Praia","apartamento","2","1","5","8","74","425.29","250","0","10","true","false","false","false","4.9","0"
"910815231577364751","Meia Praia","apartamento","1","1","2","5","65","516.22","150","0","38","true","false","false","true","4.97","7"
"20555680","Centro","apartamento","1","1","1","4","19","200","150","0","12","false","false","false","false","4.83","4"
"1045077329214831775","Morretes","casa","2","2","2","8","31","800","160","0","1","false","true","false","true","5","0"
"52536443","Centro","apartamento","2","2","4","5","26","379.23","260","0","13","true","false","false","false","5","11"
"1304433283397417052","Morretes","apartamento","2","2","2","6","66","1092.95","270","0","2","false","true","true","false","5","1"
"1193496259129259761","Centro","apartamento","2","2","3","6","86","724.57","240","0","13","false","true","true","false","4.77","1"
"1163772289534164479","Tabuleiro dos Oliveiras","casa","4","3","6","12","68","1813.31","350","0","0","false","false","false","true","0","11"
"37347085","Meia Praia","apartamento","3","2","5","6","90","492.02","250","0","41","false","true","false","false","4.71","4"
"1008029204257210230","Morretes","casa","2","1","2","4","68","329.85","150","0","4","false","false","false","false","5","2"
"675242237586865339","Morretes","apartamento","2","2","3","6","77","480.12","250","0","6","false","false","false","true","5","6"
"23068512","Meia Praia","apartamento","2","2","4","6","19","636.95","250","0","19","false","false","false","false","4.37","11"
"1036955655225647222","Centro","apartamento","2","2","2","6","70","463.07","260","0","12","true","false","false","true","4.83","5"
"802357806571870530","Meia Praia","apartamento","3","3","3","6","55","667.42","150","0","23","false","false","false","true","4.91","0"
"30332330","Centro","apartamento","2","1","4","6","56","374.81","150","0","57","false","false","false","false","4.67","1"
"802047490248101970","Meia Praia","apartamento","2","2","3","6","42","252.33","300","0","22","true","false","false","true","5","0"
"53337464","Meia Praia","apartamento","2","2","3","6","89","710.96","250","0","14","true","false","false","false","5","1"
"30756202","Meia Praia","apartamento","2","2","3","6","76","564.84","350","0","17","false","false","false","false","4.76","1"
"52059007","Centro","apartamento","2","2","2","6","105","903.08","50","0","1","false","false","false","false","5","9"
"40449599","Meia Praia","apartamento","3","3","4","8","72","586.96","300","0","34","true","true","false","true","4.85","1"
"32371924","Centro","apartamento","3","2","5","8","33","503.7","250","0","30","true","true","false","true","4.93","10"
"1282585098065467787","Centro","apartamento","1","1","1","2","65","400.07","150","0","7","true","true","true","false","5","1"
"32766950","Centro","apartamento","2","2","4","6","48","320.83","250","0","11","false","false","false","false","4.82","0"
"22243318","Meia Praia","apartamento","2","1","2","6","52","542.38","250","0","32","false","false","false","true","4.84","2"
"11567423","Centro","apartamento","3","2","4","6","67","844.48","400","0","24","false","true","false","false","4.88","10"
"41473656","Meia Praia","apartamento","4","3","7","10","23","723.91","270","0","43","true","true","false","true","4.88","3"
"28410850","Centro","apartamento","1","1","1","2","76","527.47","0","0","62","false","true","false","false","4.85","11"
"986407426689940399","Meia Praia","apartamento","2","2","3","5","43","292.44","300","0","25","true","false","true","true","4.84","3"
"980310639590708922","Meia Praia","apartamento","2","2","2","4","91","627.66","400","0","21","true","true","true","false","4.86","1"
"39394196","Meia Praia","apartamento","3","2","3","8","23","353.8","300","0","16","true","false","false","false","4.81","2"
"1284110666632259028","Centro","apartamento","1","1","2","4","77","603.1","190","0","0","false","true","true","false","0","1"
"950059146531590785","Tabuleiro dos Oliveiras","apartamento","2","2","3","5","17","469.06","100","0","8","false","false","false","false","4.88","4"
"45923984","Canto da Praia","apartamento","3","3","3","8","28","370.54","150","0","35","true","false","false","false","4.94","2"
"1049417084065072931","Morretes","apartamento","2","2","2","4","12","657.67","226","0","24","true","true","true","true","4.92","3"
"28160414","Centro","apartamento","3","2","3","6","61","597.18","200","0","7","false","false","false","false","5","4"
"53143021","Meia Praia","apartamento","2","3","4","6","49","639.65","250","0","14","false","true","false","false","4.71","2"
"40023421","Morretes","apartamento","2","2","3","6","99","492.46","280","0","11","false","false","false","false","4.73","4"
"1014245162199655907","Meia Praia","apartamento","2","2","2","6","43","561.59","0","0","8","true","false","false","false","5","2"
"613221032690703355","Meia Praia","apartamento","3","3","6","8","48","734.24","300","0","23","true","false","false","true","4.91","8"
"48941838","Centro","apartamento","2","2","3","6","46","399.13","180","0","25","false","false","false","false","4.48","9"
"35481220","Meia Praia","apartamento","3","3","3","6","84","811.6","300","0","17","true","false","false","false","4.94","7"
"53815397","Alto Sao Bento","apartamento","1","1","1","2","72","246.11","0","0","86","true","true","false","true","4.93","11"
"26570136","Meia Praia","apartamento","3","2","3","8","82","689.11","370","0","22","false","false","false","false","4.86","6"
"42788291","Meia Praia","apartamento","3","2","4","7","54","632.59","200","0","43","true","true","false","true","4.88","6"
"1002341236260011015","Morretes","apartamento","2","2","2","4","54","351.85","200","0","11","true","false","false","false","4.91","2"
"43499385","Ilhota","apartamento","2","3","4","5","69","595.59","200","0","67","true","false","false","true","4.97","7"
"27718978","Meia Praia","apartamento","4","4","4","9","24","521.25","450","0","11","false","false","false","false","4.82","6"
"53365226","Meia Praia","apartamento","2","2","0","5","54","347.87","200","0","20","false","false","false","false","4.65","1"
"23299596","Meia Praia","apartamento","2","1","2","6","36","612.44","100","0","214","true","true","false","true","4.92","3"
"1229942592150628971","Meia Praia","apartamento","2","1","2","6","25","342.34","250","0","13","true","false","false","true","4.92","4"
"1248514191377483703","Centro","apartamento","2","1","5","6","87","536.14","351","0","6","true","true","true","false","5","1"
"1297930815921503919","Meia Praia","apartamento","3","2","4","6","76","920.7","339","0","3","false","true","true","false","5","1"
"34218930","Meia Praia","apartamento","3","3","5","8","58","740.07","300","0","20","false","false","false","true","4.9","2"
"1067320906990424780","Centro","apartamento","3","2","4","6","61","613.3","489","0","8","false","true","true","false","4.63","1"
"41532894","Meia Praia","apartamento","3","2","5","10","61","862.19","300","0","119","true","false","false","true","4.82","4"
"968213956640500474","Morretes","apartamento","2","2","3","6","82","507.07","300","0","37","true","false","false","true","5","4"
"822365439954007216","Meia Praia","apartamento","3","3","3","8","80","695.14","350","0","15","true","true","false","true","4.87","11"
"844864653127085626","Meia Praia","apartamento","3","3","6","8","76","1011.25","370","0","15","true","false","false","false","5","10"
"772261416620745030","Meia Praia","apartamento","3","3","3","6","82","835.24","300","0","10","true","false","false","false","5","1"
"38514587","Meia Praia","apartamento","4","3","4","7","92","865.7","300","0","9","false","false","false","false","5","4"
"673826204715344716","Meia Praia","apartamento","3","4","3","8","53","955.76","300","0","7","false","false","false","true","5","2"
"42625075","Meia Praia","apartamento","3","2","5","8","61","1064.75","200","0","31","false","false","false","false","4.77","1"
"694313018923554703","Meia Praia","apartamento","3","2","3","7","29","1173.1","380","0","5","true","true","true","true","5","1"
"1238321506456103932","Centro","apartamento","2","2","3","6","76","756.79","240","0","9","false","true","true","false","4.67","1"
"45621607","Meia Praia","apartamento","2","1","4","4","71","330.93","180","0","9","false","false","false","false","5","0"
"1153552657765472365","Centro","apartamento","2","2","3","4","35","389.95","324","0","5","true","true","true","false","5","0"
"803403468437987911","Morretes","casa","1","1","0","2","73","377.25","44","0","21","true","false","false","true","5","11"
"42588365","Meia Praia","apartamento","3","2","6","6","43","414.07","250","0","130","true","false","false","true","4.92","11"
"54287612","Centro","apartamento","2","2","4","6","63","464.99","610","0","10","true","true","false","false","4.9","0"
"31167122","Meia Praia","apartamento","2","2","4","6","85","10000","180","0","13","false","true","false","false","4.77","0"
"41227471","Meia Praia","apartamento","3","2","4","7","81","656.48","300","0","34","true","false","false","true","5","10"
"26898492","Ilhota","casa","2","2","4","10","38","373.68","200","0","20","false","false","false","false","4.7","5"
"946609581890906389","Meia Praia","apartamento","3","2","3","7","37","412.72","270","0","33","true","false","false","true","4.91","11"
"739015384619300207","Meia Praia","apartamento","4","5","5","12","58","1604.75","300","0","45","true","false","true","true","4.87","0"
"693024169316156606","Meia Praia","apartamento","2","2","2","6","44","609.93","200","0","29","false","false","false","true","4.72","3"
"787606557854537606","Meia Praia","apartamento","2","2","2","6","65","626.11","200","0","11","false","true","false","true","4.64","3"
"41686810","Meia Praia","outros","2","2","2","2","59","95.42","100","0","24","false","false","false","false","4.71","11"
"40899047","Meia Praia","apartamento","2","2","5","6","37","297.49","230","0","57","true","false","false","true","4.96","0"
"912678193847993947","Meia Praia","outros","1","1","1","2","77","300.64","0","0","30","true","true","false","false","4.8","0"
"1216602433904805187","Centro","apartamento","1","1","2","4","85","605.49","190","0","10","false","true","true","false","4.6","1"
"53581602","Centro","apartamento","3","2","3","8","70","526.99","250","0","6","true","false","false","false","5","1"
"39420557","Meia Praia","apartamento","3","3","3","8","33","800.81","250","0","7","true","false","false","false","5","2"
"46116173","Meia Praia","apartamento","2","2","4","6","31","387.56","180","0","39","true","false","false","true","4.95","2"
"911476333007658783","Meia Praia","apartamento","2","2","2","8","53","230.66","160","0","65","false","false","false","false","4.63","5"
"47260862","Meia Praia","apartamento","2","3","8","8","44","501.61","250","0","24","true","true","false","false","5","0"
"47816646","Ilhota","apartamento","2","2","2","4","73","528.25","250","0","19","false","false","false","true","4.84","1"
"42270655","Ilhota","casa","3","2","7","8","74","517.25","150","0","41","true","true","false","true","5","11"
"51301217","Meia Praia","apartamento","3","2","4","8","67","523.54","275","0","29","true","false","false","false","4.79","5"
"44890294","Meia Praia","apartamento","3","2","4","7","2","1000","0","0","80","true","<NA>","","true","4.95","4"
"796481545034280714","Centro","apartamento","2","2","2","4","74","689.31","290","0","9","true","false","false","false","5","0"
"622878708674009200","Meia Praia","apartamento","2","2","7","8","74","666.76","300","0","5","true","false","false","false","5","8"
"50059423","Meia Praia","apartamento","2","2","4","6","40","519.97","80","0","145","true","false","false","true","4.93","7"
"1179103047052148475","Meia Praia","apartamento","4","3","5","8","47","687.48","480","0","4","false","true","true","false","4.5","1"
"39820601","Meia Praia","apartamento","2","2","4","6","33","345","200","0","23","false","false","true","false","4.74","2"
"1219655958873769070","Centro","apartamento","2","2","3","6","84","711.55","240","0","16","false","true","true","false","4.5","1"
"46327705","Meia Praia","apartamento","3","3","4","7","40","1020.83","400","0","6","false","false","false","false","5","2"
"18395333","Meia Praia","apartamento","3","3","6","8","64","594.59","450","0","63","true","false","false","true","4.98","11"
"41478160","Meia Praia","apartamento","2","2","4","6","29","488.52","200","0","7","false","false","false","false","5","4"
"734707774394612996","Meia Praia","apartamento","3","2","3","9","53","1417.88","250","0","36","true","false","false","true","5","3"
"39635217","Meia Praia","apartamento","3","2","3","9","23","432.8","350","0","46","true","true","false","true","4.96","2"
"45350304","Meia Praia","apartamento","3","2","3","8","79","706.51","500","0","13","true","false","false","true","5","4"
"10266012","Morretes","outros","1","1","1","2","58","121.25","15","0","69","false","true","false","true","4.74","0"
"1037047027853581998","Centro","apartamento","2","2","2","5","43","977.97","250","0","17","true","false","true","true","4.88","9"
"1269636598524749154","Centro","apartamento","1","1","1","3","76","391.32","190","0","9","false","true","true","false","4.22","1"
"46298558","Meia Praia","apartamento","2","2","8","4","54","511.48","220","0","6","true","true","false","false","5","1"
"10982940","Meia Praia","apartamento","4","4","5","8","75","1800","300","0","7","false","false","false","false","5","11"
"9327293","Meia Praia","apartamento","4","3","5","9","33","922.41","450","0","50","true","true","false","true","4.96","2"
"782734966853311782","Meia Praia","apartamento","3","3","4","8","79","746.37","350","0","9","true","true","false","true","5","0"
"53914255","Meia Praia","apartamento","2","2","2","5","47","530.6","300","0","8","true","true","true","true","5","1"
"29870406","Meia Praia","apartamento","3","3","5","11","86","792.64","250","0","25","true","true","false","true","4.96","2"
"1045916135727198441","Meia Praia","apartamento","2","2","3","6","59","668.06","250","0","5","true","true","false","false","5","9"
"37744392","Meia Praia","apartamento","3","2","3","6","79","720.97","100","0","10","true","false","false","false","5","1"
"22231120","Ilhota","apartamento","1","1","2","4","80","334.46","100","0","62","true","true","false","true","4.97","0"
"1280559161534348023","Centro","apartamento","1","1","2","4","86","625.02","190","0","0","false","true","true","false","0","1"
"1303745304497797235","Centro","apartamento","2","1","2","4","85","714.36","240","0","1","false","true","true","false","5","1"
"923133320997277084","Meia Praia","apartamento","0","1","2","4","53","433.23","150","0","24","true","true","false","true","5","6"
"1075444278753674442","Meia Praia","apartamento","2","1","4","6","45","600.47","250","0","5","false","false","false","false","4.8","11"
"47558531","Meia Praia","apartamento","3","2","5","9","90","766.59","300","0","68","true","true","false","true","4.93","0"
"1184078920130796920","Morretes","apartamento","2","2","2","4","70","414.31","290","0","11","false","true","true","true","5","2"
"46678933","Meia Praia","apartamento","3","3","4","7","97","783.51","250","0","8","false","false","false","false","5","0"
"53903158","Morretes","apartamento","3","2","3","8","72","1155.94","400","0","17","true","true","false","true","4.94","0"
"53656846","Alto Sao Bento","casa","1","1","1","2","43","302.56","150","0","40","false","false","false","false","4.85","0"
"37708447","Meia Praia","apartamento","3","2","6","10","44","791.73","300","0","95","true","false","false","true","4.99","5"
"794707921952592251","Meia Praia","outros","1","1","2","2","48","152.97","5","0","25","true","false","false","false","5","0"
"731853350375474350","Morretes","apartamento","2","2","3","6","34","705.51","150","0","10","false","false","false","false","5","3"
"16253828","Meia Praia","apartamento","3","2","4","7","73","1604.99","420","0","24","false","false","false","false","4.96","4"
"16618715","Meia Praia","apartamento","3","2","3","8","88","772.57","189","0","59","true","false","false","true","4.92","0"
"1031938290013047428","Meia Praia","apartamento","2","2","2","4","82","676.1","400","0","12","true","true","true","false","5","1"
"53448627","Meia Praia","apartamento","3","2","8","12","26","527.15","290","0","6","false","true","false","false","5","1"
"30402651","Meia Praia","apartamento","2","2","3","6","63","589.5","200","0","10","false","false","false","false","5","5"
"42709234","Centro","apartamento","3","3","4","8","97","733.5","300","0","12","false","false","false","false","4.92","10"
"15549803","Morretes","apartamento","4","3","6","8","45","728.51","350","0","82","true","false","false","true","4.93","2"
"48526011","Morretes","casa","3","2","3","10","65","556.68","300","0","17","false","false","false","false","4.88","0"
"1182188163181410725","Centro","apartamento","2","1","3","5","82","934.54","250","0","12","true","false","false","true","4.92","11"
"1208735754877396448","Centro","apartamento","1","1","1","2","83","435.67","150","0","2","false","true","true","false","5","1"
"1272537775161574422","Meia Praia","apartamento","2","2","2","4","56","574.87","369","0","7","false","true","true","false","4.71","1"
"41682475","Meia Praia","apartamento","3","2","3","8","43","469.77","200","0","7","false","true","false","false","5","11"
"22739656","Meia Praia","apartamento","3","2","6","8","74","1261.81","350","0","41","true","true","false","false","4.83","11"
"13522176","Meia Praia","apartamento","5","6","7","15","32","2397.8","435","0","144","false","false","false","false","4.83","6"
"859925561562240250","Meia Praia","apartamento","3","3","3","8","29","792.83","300","0","5","true","false","false","true","5","2"
"52530322","Meia Praia","apartamento","2","2","3","6","78","482.6","250","0","11","false","false","false","false","4.91","2"
"929120660817262874","Centro","apartamento","3","2","3","6","98","753.2","280","0","4","false","true","false","false","5","6"
"1274679812745645557","Centro","apartamento","1","1","2","4","88","602.03","195","0","7","true","true","true","false","4.86","1"
"53794321","Meia Praia","apartamento","2","2","2","5","67","783.01","250","0","17","false","true","false","false","4.88","1"
"51669111","Meia Praia","apartamento","3","2","3","8","92","728.75","300","0","8","false","true","false","true","5","5"
"1259534245145609058","Centro","apartamento","1","1","1","2","60","437.86","150","0","10","true","true","true","false","5","1"
"630326155301078742","Meia Praia","apartamento","2","2","5","6","37","366.22","250","0","17","true","true","false","false","4.88","3"
"41493620","Meia Praia","apartamento","2","2","2","4","98","770.41","300","0","7","true","false","false","false","5","2"
"1055163452693752832","Morretes","apartamento","2","2","2","4","72","559.75","50","0","16","true","false","false","true","4.94","0"
"52365560","Meia Praia","apartamento","1","1","1","4","75","324.53","200","0","10","true","false","false","false","4.8","4"
"1304403734260231676","Tabuleiro dos Oliveiras","apartamento","2","2","3","4","101","660.92","215","0","1","false","true","true","false","4","1"
"716703779507124462","Meia Praia","apartamento","2","2","2","6","72","766.81","300","0","10","false","false","true","true","4.8","3"
"1317427472349939673","Centro","casa","3","2","5","9","91","1000","0","0","0","false","false","false","false","0","0"
"52346232","Meia Praia","apartamento","3","2","6","8","59","732.27","300","0","47","false","false","true","false","4.77","3"
"1207864392976162235","Centro","apartamento","1","1","2","4","98","552.84","0","0","1","false","false","false","false","5","5"
"756997201912524343","Meia Praia","apartamento","3","3","4","8","97","1004.9","300","0","6","true","false","false","false","5","2"
"1048804459244346908","Morretes","apartamento","2","2","4","6","82","732.3","100","0","27","false","false","false","false","4.7","0"
"36698654","Meia Praia","apartamento","4","4","4","12","79","1964.59","300","0","14","false","false","false","false","4.79","6"
"52474050","Meia Praia","apartamento","2","2","4","7","22","780","250","0","41","true","false","false","false","4.93","3"
"44895797","Meia Praia","apartamento","3","2","3","7","13","705","179","0","65","true","true","false","true","4.88","4"
"768032727158094436","Meia Praia","apartamento","3","2","3","7","18","1200","0","0","5","false","<NA>","","true","5","4"
"982642009007231841","Centro","apartamento","1","1","3","4","52","267.32","135","0","24","true","false","false","true","4.88","6"
"39715668","Casa Branca","apartamento","2","1","3","4","65","231.87","200","0","18","true","false","false","false","4.94","2"
"29341170","Casa Branca","apartamento","2","1","2","5","46","408.78","180","0","81","false","false","true","false","4.88","2"
"49968308","Meia Praia","apartamento","3","2","4","6","26","733.35","250","0","26","true","false","false","false","5","4"
"20618105","Meia Praia","apartamento","2","2","2","5","44","657.09","300","0","15","false","false","false","false","4.73","4"
"42841323","Centro","apartamento","1","1","2","4","23","523.17","300","0","36","true","false","false","true","5","10"
"52884842","Meia Praia","apartamento","4","4","4","10","89","1900","200","0","5","false","false","false","false","5","1"
"711032530664362412","Varzea","casa","1","1","1","2","35","171.99","80","0","13","true","false","false","true","5","1"
"41533462","Meia Praia","apartamento","3","3","6","10","71","620.45","300","0","82","false","false","false","true","4.79","4"
"47006355","Meia Praia","apartamento","3","1","7","8","49","719.24","150","0","27","true","true","false","true","4.93","1"
"939698664229028471","Morretes","apartamento","2","2","3","6","39","320.79","250","0","20","true","true","false","true","4.95","5"
"16730935","Meia Praia","outros","1","1","1","2","89","250","70","0","22","true","false","false","false","5","2"
"20863370","Meia Praia","apartamento","3","3","5","7","18","507.93","410","0","25","false","false","false","true","4.88","3"
"902324773092897293","Meia Praia","apartamento","3","2","3","6","13","1203.85","250","0","13","true","false","false","true","5","11"
"978410400232267791","Centro","apartamento","2","2","4","6","31","396.32","250","0","5","false","false","false","false","5","4"
"798631136594423222","Tabuleiro dos Oliveiras","apartamento","4","3","6","10","56","1100","300","0","4","false","false","false","false","4.75","0"
"41664387","Meia Praia","outros","1","1","1","2","45","180.64","0","0","142","true","true","false","true","4.99","0"
"22421016","Centro","apartamento","3","3","4","8","9","802.22","300","0","7","false","false","false","false","5","0"
"22047595","Morretes","apartamento","3","2","7","10","60","718.43","290","0","37","true","true","false","true","4.89","1"
"48699117","Meia Praia","apartamento","2","2","5","6","48","459.17","250","0","24","true","true","false","true","4.92","9"
"30795921","Meia Praia","apartamento","3","3","3","8","22","1500","250","0","8","false","false","false","false","5","1"
"787195284335262595","Meia Praia","apartamento","3","2","3","7","63","576.93","300","0","11","true","false","false","true","5","5"
"41769298","Meia Praia","apartamento","3","2","11","10","71","1059.46","250","0","35","false","true","false","true","4.89","11"
"798475021925579344","Morretes","apartamento","2","2","4","5","48","330.16","100","0","20","true","true","false","true","4.9","0"
"39629644","Meia Praia","apartamento","3","2","3","6","27","440.94","350","0","84","true","true","false","true","4.95","2"
"944320965810800803","Meia Praia","apartamento","3","2","5","7","87","883.64","380","0","8","true","false","false","false","5","2"
"1062221285605590578","Centro","apartamento","3","3","4","8","82","601.11","0","0","1","false","false","false","false","5","0"
"28932247","Meia Praia","casa","3","2","7","9","50","495.59","250","0","25","true","true","false","false","4.92","3"
"47213093","Meia Praia","apartamento","2","2","2","4","22","290.5","250","0","14","false","true","false","true","4.93","0"
"557386903732882183","Meia Praia","apartamento","3","2","5","9","53","1129.45","300","0","6","false","false","false","false","5","11"
"807898347637042057","Morretes","apartamento","3","2","3","7","16","395","250","0","11","true","false","false","true","5","11"
"45911990","Morretes","apartamento","3","2","3","6","26","640.28","200","0","38","true","false","false","true","4.95","2"
"21662762","Meia Praia","apartamento","3","2","5","9","36","294.14","280","0","157","true","true","false","false","4.85","2"
"1021217453140595481","Meia Praia","hotel","1","1","3","4","46","398.83","140","0","12","true","false","false","false","5","2"
"1208718899534488031","Centro","apartamento","1","1","1","2","90","435.08","150","0","5","false","true","true","false","4.8","1"
"1056816282920055514","Meia Praia","apartamento","3","3","3","6","63","572.95","250","0","15","true","false","true","true","4.93","0"
"31511990","Sertaozinho","casa","2","2","4","5","86","483.43","100","0","51","false","false","false","false","4.92","11"
"1124052077567202180","Morretes","casa","4","5","10","16","20","907.3","400","0","3","false","false","false","false","5","1"
"668715506986619718","Meia Praia","apartamento","3","3","4","8","45","674.03","320","0","17","true","false","false","true","4.94","6"
"43754654","Centro","apartamento","3","3","4","8","87","841.46","390","0","12","false","false","false","false","5","7"
"687757820659405525","Morretes","apartamento","2","2","3","6","90","573.03","220","0","8","true","false","false","false","5","11"
"1277103969415516416","Morretes","apartamento","2","2","4","8","54","454.01","100","0","8","true","false","false","true","5","2"
"1019041007385326527","Meia Praia","apartamento","2","2","3","7","43","675.83","350","0","10","true","false","true","false","4.9","0"
"1011714999685071594","Centro","apartamento","3","2","4","6","28","556.04","180","0","6","true","false","true","true","5","5"
"783879004243392314","Meia Praia","apartamento","3","2","3","6","81","699.63","250","0","30","false","false","false","true","4.67","0"
"986245345084467584","Meia Praia","apartamento","3","3","4","8","86","856.1","250","0","8","true","true","false","true","5","1"
"1271171762063321920","Tabuleiro dos Oliveiras","apartamento","2","2","2","5","56","581.25","250","0","5","true","false","false","false","4.8","10"
"670778657683556451","Meia Praia","apartamento","3","4","3","8","41","954.93","300","0","6","true","false","false","true","5","2"
"20943549","Meia Praia","apartamento","2","2","2","6","65","410.58","220","0","27","true","false","false","false","4.96","3"
"16321793","Meia Praia","apartamento","3","2","5","7","74","521.62","250","0","31","true","false","false","false","4.97","1"
"790752171303746450","Meia Praia","apartamento","2","2","1","6","87","712.64","250","0","10","true","false","false","false","5","0"
"50561328","Meia Praia","apartamento","3","2","4","7","13","1073.08","200","0","32","false","false","false","true","4.78","1"
"53669499","Meia Praia","apartamento","3","3","3","6","59","810","200","0","58","true","false","true","true","4.9","0"
"23263225","Centro","casa","1","1","2","4","11","286.41","200","0","40","false","false","false","false","4.83","11"
"543584528464360785","Meia Praia","apartamento","2","2","5","6","60","375.49","350","0","26","true","false","false","true","4.92","11"
"38980085","Meia Praia","apartamento","3","3","3","8","90","959.22","350","0","13","true","false","false","false","5","3"
"41702158","Meia Praia","apartamento","4","3","6","12","46","1301.09","400","0","59","true","true","false","true","4.95","11"
"53340772","Meia Praia","apartamento","3","2","5","7","69","506.62","300","0","17","true","false","false","true","5","1"
"38852725","Meia Praia","apartamento","3","2","5","8","62","513.82","200","0","44","true","false","false","true","4.98","3"
"995680028058206783","Sertaozinho","casa","6","9","25","16","96","3523.67","0","0","2","false","true","false","false","5","1"
"1083633025910461931","Meia Praia","apartamento","0","1","1","4","46","314.13","150","0","13","true","false","false","true","4.85","11"
"52670832","Meia Praia","apartamento","3","2","10","8","13","477.65","300","0","27","true","false","false","true","4.93","3"
"873260132509992833","Morretes","apartamento","2","2","3","6","13","405.46","200","0","13","true","true","false","true","4.85","6"
"15791567","Meia Praia","apartamento","3","3","5","10","35","580","300","0","22","false","false","false","true","4.09","2"
"9658725","Meia Praia","apartamento","2","2","3","6","10","282.1","250","0","165","false","true","false","false","4.64","1"
"1247028916537033972","Centro","casa","4","6","4","12","75","1761.77","500","0","0","false","false","false","false","0","0"
"30491733","Meia Praia","apartamento","4","3","4","9","63","786.07","350","0","18","true","false","false","false","4.94","1"
"811053746893495263","Meia Praia","apartamento","3","2","4","8","66","411.97","300","0","8","true","false","false","false","5","11"
"784836681288428817","Casa Branca","apartamento","2","1","4","5","65","377.38","200","0","13","false","true","false","false","4.77","0"
"52650644","Meia Praia","apartamento","3","2","3","7","75","683.03","150","0","12","true","true","false","false","4.92","2"
"1218889785346856352","Meia Praia","apartamento","2","2","5","7","30","574.7","413","0","10","false","true","true","false","4.7","1"
"1182070530301053205","Centro","apartamento","1","1","2","4","76","604.65","190","0","12","true","true","true","false","4.92","1"
"8838629","Morretes","apartamento","3","2","11","15","66","761.93","200","0","88","false","true","true","true","4.7","3"
"978095320445301654","Meia Praia","apartamento","3","3","4","8","82","901.65","250","0","17","true","true","false","true","4.88","3"
"676838365540390245","Meia Praia","apartamento","2","2","4","6","20","250","200","0","8","true","false","false","false","5","5"
"965258538716677226","none","casa","1","1","1","2","86","624.7","200","0","16","true","false","false","true","4.81","4"
"45184991","Meia Praia","apartamento","2","2","2","5","62","648","200","0","123","false","false","true","true","4.81","0"
"1032037416009523135","Areal","casa","1","1","1","2","37","550.8","0","0","21","true","true","true","true","5","1"
"23108026","Meia Praia","apartamento","2","2","3","5","74","679.32","180","0","28","false","false","false","false","4.64","10"
"913929715874853789","Meia Praia","apartamento","4","3","6","9","68","976.18","400","0","27","false","false","false","true","4.89","10"
"18505349","Centro","apartamento","3","2","4","6","30","611.8","380","0","23","true","false","false","true","4.83","11"
"21632405","Meia Praia","apartamento","3","2","3","8","53","508","250","0","11","true","false","false","true","4.82","2"
"1242713378625026725","Centro","apartamento","1","1","2","4","83","637.58","190","0","8","false","true","true","false","4.75","1"
"758758164947604865","Meia Praia","outros","1","1","1","2","82","153.9","100","0","14","true","true","false","false","4.86","5"
"48254075","Meia Praia","apartamento","2","2","2","5","20","487.8","300","0","33","false","false","false","true","4.85","7"
"21025393","Meia Praia","apartamento","3","3","5","6","36","734.08","250","0","23","true","false","false","false","4.91","3"
"42138941","Meia Praia","apartamento","2","2","3","4","69","1182.61","150","0","19","true","true","false","false","4.95","11"
"1045592510645908121","Meia Praia","apartamento","2","1","3","7","65","502.98","250","0","20","true","true","false","true","5","1"
"970445468070597218","Morretes","apartamento","2","1","3","6","2","570","0","0","7","true","<NA>","","false","5","4"
"26334990","Meia Praia","apartamento","3","2","8","11","67","1202.59","350","0","6","false","true","false","false","5","6"
"22901902","Meia Praia","apartamento","3","2","3","6","92","721.03","300","0","29","true","true","false","false","4.93","11"
"31084342","Meia Praia","apartamento","4","4","6","12","53","814.15","500","0","5","false","false","false","false","5","0"
